IDEGAR;DEPLOYMENTAREA;WORKER_TYPE;GO LIVE DATE;SQUAD;CLUSTER;ENVIRONMENT;NAMESPACE;COMPONENT_NAME;INGRESS_CLASS;DRTYPE;ACTIVE_AZ;ACTIVATION_DATE;TECHNOLOGY;VERSION;CHART;CPU LIMIT;CPU REQUEST;MEMORY LIMIT;MEMORY REQUEST;STORAGE;REPLICAS;COMPONENT_TYPE;#ACCOUNTING PODS TYPE;#JOBS PODS TYPE;#PODS;#BUILDS OK BETWEEN 01/09/2021 and 30/09/2021;#BUILDS KO BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS OK BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS KO BETWEEN 01/09/2021 and 30/09/2021;#TOTAL_BUILDS OK;#TOTAL_BUILDS KO;#TOTAL_DEPLOYS OK;#TOTAL_DEPLOYS KO;COMPANY;DEACTIVATION_DATE;SUPPORT_TYPE;PLATFORM
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp01-pro;pro;cxb-asp002-pro;BACKEND;INTRANET;AA;AZ1;23/08/2021;Java;java-appcloud-11;javaweb-11;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp02-pro;pro;cxb-asp002-pro;BACKEND;INTRANET;AA;AZ1;23/08/2021;Java;java-appcloud-11;javaweb-11;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp01-pre;pre;cxb-asp002-pre;BACKEND;INTRANET;AA;AZ1;23/08/2021;Java;java-appcloud-11;javaweb-11;300m;75m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp02-pre;pre;cxb-asp002-pre;BACKEND;INTRANET;AA;AZ1;23/08/2021;Java;java-appcloud-11;javaweb-11;300m;75m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp01-pro;pro;cxb-asp002-pro;FRONTEND;INTRANET;AA;AZ1;23/08/2021;Static;nginx-1.18;nginx-18;250m;60m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp02-pro;pro;cxb-asp002-pro;FRONTEND;INTRANET;AA;AZ1;23/08/2021;Static;nginx-1.18;nginx-18;250m;60m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp01-pre;pre;cxb-asp002-pre;FRONTEND;INTRANET;AA;AZ1;23/08/2021;Static;nginx-1.18;nginx-18;250m;30m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ASP002;Intranet;ALL;31/10/2021;SQUAD 4;icp02-pre;pre;cxb-asp002-pre;FRONTEND;INTRANET;AA;AZ1;23/08/2021;Static;nginx-1.18;nginx-18;250m;30m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp01-pro;pro;cxb-atmcje-pro;ATMJEN;INTRANET;AS;AZ1;15/05/2020;Jenkins;jenkinslts;jenkins-lts;10000m;2000m;30720Mi;4096Mi;0Gi;1;PAAS;1;0;1;1;0;1;0;26;0;52;10;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp02-pro;pro;cxb-atmcje-pro;ATMJEN;INTRANET;AS;AZ1;15/05/2020;Jenkins;jenkinslts;jenkins-lts;10000m;2000m;30720Mi;4096Mi;0Gi;1;PAAS;1;0;0;1;0;1;0;26;0;52;10;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp01-pre;pre;cxb-atmcje-pre;ATMJEN;INTRANET;AS;AZ1;15/05/2020;Jenkins;jenkinslts;jenkins-lts;5000m;2000m;9216Mi;2048Mi;0Gi;1;PAAS;1;0;1;1;0;1;0;26;0;52;10;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp02-pre;pre;cxb-atmcje-pre;ATMJEN;INTRANET;AS;AZ1;15/05/2020;Jenkins;jenkinslts;jenkins-lts;5000m;2000m;9216Mi;2048Mi;0Gi;1;PAAS;1;0;0;1;0;1;0;26;0;52;10;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp01-pro;pro;cxb-atmcje-pro;ATMKRN + JENSYNC + MITATM;INTRANET;AS;AZ2;13/04/2021;Docker;Docker;Docker;4500m;4100m;8448Mi;4224Mi;0Gi;3;CAAS;0;0;0;0;0;0;0;2;0;5;1;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp02-pro;pro;cxb-atmcje-pro;ATMKRN + JENSYNC + MITATM;INTRANET;AS;AZ2;13/04/2021;Docker;Docker;Docker;4500m;4100m;8448Mi;4224Mi;0Gi;3;CAAS;0;4;0;0;0;0;0;2;0;5;1;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp01-pre;pre;cxb-atmcje-pre;ATMKRN + JENSYNC + MITATM;INTRANET;AS;AZ2;13/04/2021;Docker;Docker;Docker;4500m;2100m;8448Mi;4224Mi;0Gi;3;CAAS;1;0;1;0;0;0;0;2;0;5;1;Caixabank;;STANDARD;ICP
ATMCJE;Intranet;ALL;14/09/2020;SQUAD ALM PRODUCTS;icp02-pre;pre;cxb-atmcje-pre;ATMKRN + JENSYNC + MITATM;INTRANET;AS;AZ2;13/04/2021;Docker;Docker;Docker;4500m;2100m;8448Mi;4224Mi;0Gi;3;CAAS;1;5;0;0;0;0;0;2;0;5;1;Caixabank;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp01-pro;pro;cxb-atmcpc-pro;SIREC;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.7;javaweb-1-7;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp02-pro;pro;cxb-atmcpc-pro;SIREC;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.7;javaweb-1-7;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp01-pre;pre;cxb-atmcpc-pre;SIREC;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.7;javaweb-1-7;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp02-pre;pre;cxb-atmcpc-pre;SIREC;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.7;javaweb-1-7;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp01-pro;pro;cxb-atmcpc-pro;SIRECAPI;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.8;javaweb-1-8;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp02-pro;pro;cxb-atmcpc-pro;SIRECAPI;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.8;javaweb-1-8;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp01-pre;pre;cxb-atmcpc-pre;SIRECAPI;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.8;javaweb-1-8;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMCPC;Intranet;ALL;30/03/2021;SQUAD 4;icp02-pre;pre;cxb-atmcpc-pre;SIRECAPI;INTRANET;AA;AZ2;24/12/2020;Java;java-appcloud-1.8;javaweb-1-8;2000m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;CaixaBank Consumer Finance;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglo-pro;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;2;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglo-pro;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;2;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglo-tst;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglo-tst;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglo-pre;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglo-pre;ALMDISGLO010624;INTRANET;AA;AZ1;07/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglo-pro;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;2;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglo-pro;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;2;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglo-tst;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglo-tst;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglo-pre;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglo-pre;ALMGLO010624;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglo-pro;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglo-pro;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglo-tst;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;200m;100m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglo-tst;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;200m;100m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglo-pre;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;200m;100m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLO;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglo-pre;DONOTDELETED;INTRANET;AA;AZ2;24/12/2020;Static;sparq-nginx-1.14;nginx-14;200m;100m;100Mi;50Mi;0Gi;25;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglt-pre;ALMDISAP1000002;INTRANET;AA;AZ1;31/08/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S20;INTRANET;AA;AZ1;04/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S25;INTRANET;AA;AZ1;08/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;1;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S28;INTRANET;AA;AZ1;09/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;pre;cxb-atmglt-pre;ALMDISAP1000002S30;INTRANET;AA;AZ1;10/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pro;pro;cxb-atmglt-pro;ALMGLO010624S3;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pro;pro;cxb-atmglt-pro;ALMGLO010624S3;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;tst;cxb-atmglt-tst;ALMGLO010624S3;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp02-pre;tst;cxb-atmglt-tst;ALMGLO010624S3;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;500m;250m;100Mi;65Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
ATMGLT;Intranet;ALL;30/01/2021;SQUAD 4;icp01-pre;pre;cxb-atmglt-pre;ALMGLO010624S3;INTRANET;AA;AZ1;03/06/2021;Static;sparq-nginx-1.14;nginx-14;0m;0m;0Mi;0Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;0;0;0;0;Caixabank;;STANDARD;ICP
